PAW protein_summary_9 results file
written: Wed Jul 17 11:40:29 2019

 	=subtotal(109,B6:B4149)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
15.0	1	CONT_074|gi|1070608|pir||KRHU9	contaminant	39.5	400	44091	keratin 19, type I, cytoskeletal [Homo sapiens].	187	0	0.000	22	20	11	5	14	12	9	4	4	9	8	5	22	4	6	5	8	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.263	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.667	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_122|gi|88057|pir||A33652, CONT_156|gi|1363944|pir||JC4313, XP_027423764.1, XP_027423767.1, XP_027423980.1, XP_027423981.1, XP_027449634.1, XP_027449844.1, XP_027480464.1, XP_027480465.1, XP_027480639.1, XP_027480644.1, XP_027481847.1, XP_027481944.1, XP_027481947.1, XP_027482028.1
15.01	1	CONT_099|gi|417200|sp|P08727|K1CS_HUMAN	redundant	39.5	400	44105	KERATIN, TYPE I CYTOSKELETAL 19 (CYTOKERATIN 19) (K19) (CK 19) [Homo sapiens].	187	0	0.000	22	20	11	5	14	12	9	4	4	9	8	5	22	4	6	5	8	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.263	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.667	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_122|gi|88057|pir||A33652, CONT_156|gi|1363944|pir||JC4313, XP_027423764.1, XP_027423767.1, XP_027423980.1, XP_027423981.1, XP_027449634.1, XP_027449844.1, XP_027480464.1, XP_027480465.1, XP_027480639.1, XP_027480644.1, XP_027481847.1, XP_027481944.1, XP_027481947.1, XP_027482028.1
16.0	1	CONT_079|gi|125105|sp|P13647|K2C5_HUMAN	contaminant	45.8	590	62461	KERATIN, TYPE II CYTOSKELETAL 5 (CYTOKERATIN 5) (K5) (CK 5) (58 KD CYTOKERATIN) [Homo sapiens].	279	0	0.000	23	7	10	6	18	24	19	8	11	29	6	5	39	7	13	8	7	15	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000	1.100	2.267	0.500	1.500	1.000	3.467	0.933	2.267	1.500	0.433	0.667	0.500	2.167	1.167	0.333	0.333	3.867	5.767	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_119|gi|547753|sp|P19013|K2C4_HUMAN, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, XP_027430955.1, XP_027448168.1, XP_027448170.1, XP_027448173.1, XP_027448174.1, XP_027448175.1, XP_027448177.1, XP_027448178.1, XP_027448179.1, XP_027448180.1, XP_027448181.1, XP_027448183.1, XP_027448185.1, XP_027448187.1, XP_027448189.1, XP_027448197.1, XP_027448199.1, XP_027449970.1, XP_027450614.1
17.0	1	CONT_082|gi|125080|sp|P02533|K1CN_HUMAN	contaminant	57.4	472	51662	KERATIN, TYPE I CYTOSKELETAL 14 (CYTOKERATIN 14) (K14) (CK 14) [Homo sapiens].	382	15	0.039	37	17	23	3	20	35	29	6	17	46	9	7	31	18	13	5	10	17	39	3	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	5	10.843	0.500	8.883	0.000	10.579	5.835	7.848	0.613	7.508	13.761	1.500	1.093	4.500	1.583	0.500	0.000	0.750	8.458	21.378	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_122|gi|88057|pir||A33652, CONT_156|gi|1363944|pir||JC4313, XP_027423764.1, XP_027423767.1, XP_027423980.1, XP_027423981.1, XP_027449634.1, XP_027449844.1, XP_027480464.1, XP_027480465.1, XP_027480639.1, XP_027480644.1, XP_027481847.1, XP_027481944.1, XP_027481947.1, XP_027482012.1, XP_027482028.1, XP_027482052.1
18.0	1	CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN	contaminant	66.1	644	66017	KERATIN, TYPE II CYTOSKELETAL 1 (CYTOKERATIN 1) (K1) (CK 1) (67 KD CYTOKERATIN) (HAIR ALPHA PROTEIN) [Homo sapiens].	1117	318	0.285	69	50	65	33	74	79	92	38	56	83	49	49	57	46	47	36	38	76	80	19	19	19	10	19	16	25	12	15	29	12	20	14	14	12	8	11	21	23	64.405	48.188	60.964	29.678	67.410	41.707	83.795	36.727	53.865	75.694	47.081	47.536	50.736	42.779	42.367	32.126	35.833	71.174	73.533	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_119|gi|547753|sp|P19013|K2C4_HUMAN, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, XP_027448168.1, XP_027448170.1, XP_027448173.1, XP_027448174.1, XP_027448175.1, XP_027448177.1, XP_027448178.1, XP_027448179.1, XP_027448180.1, XP_027448181.1, XP_027448183.1, XP_027448185.1, XP_027448187.1, XP_027448189.1, XP_027448197.1, XP_027448199.1, XP_027449970.1, XP_027450614.1
19.0	1	CONT_089|gi|71536|pir||KRHU2	contaminant	39.4	493	52788	keratin, 67K type II cytoskeletal (fragment) [Homo sapiens].	561	0	0.000	34	21	31	17	38	41	46	21	33	35	26	18	31	22	27	24	19	37	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.500	0.000	0.000	0.000	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_119|gi|547753|sp|P19013|K2C4_HUMAN, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, XP_027448168.1, XP_027448170.1, XP_027448173.1, XP_027448174.1, XP_027448175.1, XP_027448177.1, XP_027448178.1, XP_027448179.1, XP_027448180.1, XP_027448181.1, XP_027448183.1, XP_027448185.1, XP_027448187.1, XP_027448189.1, XP_027448197.1, XP_027448199.1, XP_027449970.1, XP_027450614.1
20.0	1	CONT_092|gi|71528|pir||KRHU0	contaminant	52.3	593	59527	keratin 10, type I, cytoskeletal (clone lambda-KH10-5) [Homo sapiens].	762	17	0.022	40	31	35	27	44	58	61	37	44	54	22	26	47	45	31	30	29	36	65	2	1	1	0	2	1	1	0	1	1	0	1	1	2	0	1	0	1	1	25.826	13.813	15.404	3.333	24.524	12.887	26.189	12.463	12.878	15.047	3.000	16.125	23.865	23.214	4.167	19.540	4.000	13.950	23.644	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_122|gi|88057|pir||A33652, CONT_156|gi|1363944|pir||JC4313, XP_027423764.1, XP_027423767.1, XP_027423980.1, XP_027423981.1, XP_027449634.1, XP_027449844.1, XP_027480464.1, XP_027480465.1, XP_027480639.1, XP_027480644.1, XP_027481847.1, XP_027481944.1, XP_027481947.1, XP_027482012.1, XP_027482028.1, XP_027482052.1
20.01	1	CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN	redundant	52.3	593	59518	KERATIN, TYPE I CYTOSKELETAL 10 (CYTOKERATIN 10) (K10) (CK 10) [Homo sapiens].	762	17	0.022	40	31	35	27	44	58	61	37	44	54	22	26	47	45	31	30	29	36	65	2	1	1	0	2	1	1	0	1	1	0	1	1	2	0	1	0	1	1	25.826	13.813	15.404	3.333	24.524	12.887	26.189	12.463	12.878	15.047	3.000	16.125	23.865	23.214	4.167	19.540	4.000	13.950	23.644	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_122|gi|88057|pir||A33652, CONT_156|gi|1363944|pir||JC4313, XP_027423764.1, XP_027423767.1, XP_027423980.1, XP_027423981.1, XP_027449634.1, XP_027449844.1, XP_027480464.1, XP_027480465.1, XP_027480639.1, XP_027480644.1, XP_027481847.1, XP_027481944.1, XP_027481947.1, XP_027482012.1, XP_027482028.1, XP_027482052.1
21.0	1	CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN	contaminant	41.0	432	48105	KERATIN, TYPE I CYTOSKELETAL 17 (CYTOKERATIN 17) (K17) (CK 17) (39.1) (VERSION 1) [Homo sapiens].	204	8	0.039	20	9	12	3	8	14	11	5	6	26	3	4	20	7	11	5	9	10	21	3	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	6.428	3.423	0.333	0.000	0.000	0.000	3.455	0.513	0.000	16.387	0.000	0.393	1.750	0.250	0.500	0.000	0.750	0.000	1.000	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_122|gi|88057|pir||A33652, CONT_156|gi|1363944|pir||JC4313, XP_027423764.1, XP_027423767.1, XP_027423980.1, XP_027423981.1, XP_027449634.1, XP_027449844.1, XP_027480464.1, XP_027480465.1, XP_027480639.1, XP_027480644.1, XP_027481847.1, XP_027481944.1, XP_027481947.1, XP_027482028.1
22.0	1	CONT_101|gi|125081|sp|P19012|K1CO_HUMAN	contaminant	27.9	456	49167	KERATIN, TYPE I CYTOSKELETAL 15 (CYTOKERATIN 15) (K15) (CK 15) [Homo sapiens].	150	0	0.000	18	9	7	4	7	12	8	4	7	8	5	3	20	5	6	5	6	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.263	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_122|gi|88057|pir||A33652, CONT_156|gi|1363944|pir||JC4313, XP_027423764.1, XP_027423767.1, XP_027423980.1, XP_027423981.1, XP_027449634.1, XP_027449844.1, XP_027480464.1, XP_027480465.1, XP_027480639.1, XP_027480644.1, XP_027481847.1, XP_027481944.1, XP_027481947.1, XP_027482028.1
23.0	1	CONT_119|gi|547753|sp|P19013|K2C4_HUMAN	contaminant	27.7	534	57265	KERATIN, TYPE II CYTOSKELETAL 4 (CYTOKERATIN 4) (K4) (CK4) [Homo sapiens].	49	5	0.102	4	2	1	0	1	8	2	1	8	3	2	1	7	0	2	1	2	1	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.119	0.125	0.000	0.000	0.000	0.000	0.167	0.000	0.000	0.000	0.125	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_119|gi|547753|sp|P19013|K2C4_HUMAN, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, XP_027448168.1, XP_027448170.1, XP_027448173.1, XP_027448174.1, XP_027448175.1, XP_027448177.1, XP_027448178.1, XP_027448179.1, XP_027448180.1, XP_027448181.1, XP_027448183.1, XP_027448185.1, XP_027448187.1, XP_027448189.1, XP_027448197.1, XP_027448199.1, XP_027450614.1
24.0	1	CONT_120|gi|125108|sp|P08729|K2C7_HUMAN	contaminant	37.5	469	51334	KERATIN, TYPE II CYTOSKELETAL 7 (CYTOKERATIN 7) (K7) (CK 7) [Homo sapiens].	145	1	0.007	20	16	6	4	9	6	4	0	1	3	14	7	25	1	3	2	3	9	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.250	0.000	0.000	0.000	0.000	0.500	0.500	0.000	0.000	0.500	0.000	2.707	0.000	0.000	0.000	0.000	0.500	0.000	0.000	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_119|gi|547753|sp|P19013|K2C4_HUMAN, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, XP_027444924.1, XP_027448168.1, XP_027448170.1, XP_027448173.1, XP_027448174.1, XP_027448175.1, XP_027448177.1, XP_027448178.1, XP_027448179.1, XP_027448180.1, XP_027448181.1, XP_027448183.1, XP_027448185.1, XP_027448187.1, XP_027448189.1, XP_027448195.1, XP_027448197.1, XP_027448199.1, XP_027449096.1, XP_027449445.1, XP_027449970.1, XP_027450073.1, XP_027450614.1
24.01	1	CONT_141|gi|88049|pir||B24177	redundant	36.0	489	53806	keratin, 55K type II cytoskeletal (fragment) [Homo sapiens].	145	1	0.007	20	16	6	4	9	6	4	0	1	3	14	7	25	1	3	2	3	9	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.250	0.000	0.000	0.000	0.000	0.500	0.500	0.000	0.000	0.500	0.000	2.707	0.000	0.000	0.000	0.000	0.500	0.000	0.000	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_119|gi|547753|sp|P19013|K2C4_HUMAN, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, XP_027444924.1, XP_027448168.1, XP_027448170.1, XP_027448173.1, XP_027448174.1, XP_027448175.1, XP_027448177.1, XP_027448178.1, XP_027448179.1, XP_027448180.1, XP_027448181.1, XP_027448183.1, XP_027448185.1, XP_027448187.1, XP_027448189.1, XP_027448195.1, XP_027448197.1, XP_027448199.1, XP_027449096.1, XP_027449445.1, XP_027449970.1, XP_027450073.1, XP_027450614.1
25.0	1	CONT_122|gi|88057|pir||A33652	contaminant	23.3	473	50801	keratin, type I, K16 [Homo sapiens].	169	1	0.006	16	7	9	3	9	18	14	5	6	13	4	4	12	7	9	5	7	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.596	0.000	0.000	0.000	0.343	0.000	0.000	0.000	0.000	0.000	0.000	1.638	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_122|gi|88057|pir||A33652, CONT_156|gi|1363944|pir||JC4313, XP_027423764.1, XP_027423767.1, XP_027423980.1, XP_027423981.1, XP_027449634.1, XP_027449844.1, XP_027480464.1, XP_027480465.1, XP_027480639.1, XP_027480644.1, XP_027481847.1, XP_027481944.1, XP_027481947.1, XP_027482028.1
26.0	1	CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN	contaminant	61.0	564	60044	KERATIN, TYPE II CYTOSKELETAL 6A (CYTOKERATIN 6A) (CK 6A) (K6A KERATIN) [Homo sapiens].	266	0	0.000	29	13	11	5	12	23	20	8	12	31	6	5	21	8	10	8	8	11	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.183	1.494	1.161	0.000	0.278	0.167	1.783	0.243	1.183	3.683	0.100	0.333	0.417	1.408	0.167	0.167	0.125	1.025	2.686	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_119|gi|547753|sp|P19013|K2C4_HUMAN, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, XP_027430955.1, XP_027448168.1, XP_027448170.1, XP_027448173.1, XP_027448174.1, XP_027448175.1, XP_027448177.1, XP_027448178.1, XP_027448179.1, XP_027448180.1, XP_027448181.1, XP_027448183.1, XP_027448185.1, XP_027448187.1, XP_027448189.1, XP_027448197.1, XP_027448199.1, XP_027449970.1, XP_027450073.1, XP_027450614.1
27.0	1	CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN	contaminant	59.4	564	59998	KERATIN, TYPE II CYTOSKELETAL 6B (CYTOKERATIN 6B) (CK 6B) (K6B KERATIN) [Homo sapiens].	258	0	0.000	27	12	10	5	12	23	18	8	11	31	6	5	23	6	10	8	8	11	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.933	1.244	0.911	0.000	0.278	0.167	1.533	0.243	0.933	3.433	0.100	0.333	0.167	0.658	0.167	0.167	0.125	1.025	2.436	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_119|gi|547753|sp|P19013|K2C4_HUMAN, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, XP_027430955.1, XP_027448168.1, XP_027448170.1, XP_027448173.1, XP_027448174.1, XP_027448175.1, XP_027448177.1, XP_027448178.1, XP_027448179.1, XP_027448180.1, XP_027448181.1, XP_027448183.1, XP_027448185.1, XP_027448187.1, XP_027448189.1, XP_027448197.1, XP_027448199.1, XP_027449970.1, XP_027450073.1, XP_027450614.1
28.0	1	CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN	contaminant	64.5	564	60199	KERATIN, TYPE II CYTOSKELETAL 6C (CYTOKERATIN 6C) (CK 6C) (K6C KERATIN) [Homo sapiens].	268	0	0.000	28	13	11	5	12	23	20	8	12	32	6	5	24	7	10	8	8	11	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.183	1.494	1.161	0.000	0.278	0.167	1.783	0.243	1.183	3.933	0.100	0.333	0.417	0.908	0.167	0.167	0.125	1.025	2.686	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_119|gi|547753|sp|P19013|K2C4_HUMAN, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, XP_027430955.1, XP_027448168.1, XP_027448170.1, XP_027448173.1, XP_027448174.1, XP_027448175.1, XP_027448177.1, XP_027448178.1, XP_027448179.1, XP_027448180.1, XP_027448181.1, XP_027448183.1, XP_027448185.1, XP_027448187.1, XP_027448189.1, XP_027448197.1, XP_027448199.1, XP_027449970.1, XP_027450073.1, XP_027450614.1
