Program "PAW_protein_grouper.py" run on Wed Jul 17 11:41:51 2019


	=SUBTOTAL(109,B6:B2341)																																																																					
38	1	REV_XP_027429642.1	 	 	 	reversed	10.0	450	50311	REVERSED.	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000
39	1	REV_XP_027429872.1 (+1)	REV_XP_027429872.1&REV_XP_027429874.1	 	 	reversed	2.0	837	97587	REVERSED.	2	2	1.000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
40	1	REV_XP_027430382.1 (+5)	REV_XP_027430382.1&REV_XP_027430385.1&REV_XP_027430386.1&REV_XP_027430387.1&REV_XP_027430388.1&REV_XP_027430389.1	 	 	reversed	5.1	764	82823	REVERSED.	12	12	1.000	0	1	1	1	1	0	0	0	2	0	0	1	1	0	0	1	0	1	2	0	1	1	1	1	0	0	0	2	0	0	1	1	0	0	1	0	1	2	0.000	1.000	1.000	1.000	1.000	0.000	0.000	0.000	2.000	0.000	0.000	1.000	1.000	0.000	0.000	1.000	0.000	1.000	2.000
41	1	REV_XP_027432518.1	 	 	 	reversed	10.2	520	58796	REVERSED.	2	2	1.000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
42	1	REV_XP_027436897.1 (+1)	REV_XP_027436897.1&REV_XP_027436898.1	 	 	reversed	5.9	1213	132523	REVERSED.	15	15	1.000	2	0	0	0	2	0	0	3	2	4	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	3	2	4	0	0	0	2	0	0	0	0	0	2.000	0.000	0.000	0.000	2.000	0.000	0.000	3.000	2.000	4.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000
43	1	REV_XP_027440792.1 (+1)	REV_XP_027440792.1&REV_XP_027440795.1	 	 	reversed	5.4	442	48935	REVERSED.	5	5	1.000	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
44	1	REV_XP_027446258.1	 	 	 	reversed	5.3	1466	138879	REVERSED.	12	12	1.000	0	0	0	2	0	0	0	2	1	0	0	0	1	0	3	1	2	0	0	0	0	0	2	0	0	0	2	1	0	0	0	1	0	3	1	2	0	0	0.000	0.000	0.000	2.000	0.000	0.000	0.000	2.000	1.000	0.000	0.000	0.000	1.000	0.000	3.000	1.000	2.000	0.000	0.000
45	1	REV_XP_027446367.1 (+1)	REV_XP_027446367.1&REV_XP_027446368.1	 	 	reversed	7.5	1499	145215	REVERSED.	8	8	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	2.000	4.000	1.000	0.000	0.000
46	1	REV_XP_027446461.1	 	 	 	reversed	0.3	34239	3803282	REVERSED.	6	6	1.000	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	1	0	0.000	0.000	0.000	0.000	0.000	1.000	2.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	1.000	0.000
47	1	REV_XP_027449392.1	 	 	 	reversed	9.0	166	19067	REVERSED.	12	12	1.000	2	1	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	3	1	2	1	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	3	1	2.000	1.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	2.000	0.000	0.000	0.000	0.000	0.000	3.000	1.000
48	1	REV_XP_027450617.1	 	 	 	reversed	1.6	1699	187152	REVERSED.	4	4	1.000	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	1.000	0.000	0.000	0.000	1.000	0.000
49	1	REV_XP_027452574.1 (+22)	REV_XP_027452574.1&REV_XP_027452575.1&REV_XP_027452576.1&REV_XP_027452577.1&REV_XP_027452578.1&REV_XP_027452579.1&REV_XP_027452580.1&REV_XP_027452581.1&REV_XP_027452582.1&REV_XP_027452583.1&REV_XP_027452584.1&REV_XP_027452587.1&REV_XP_027452588.1&REV_XP_027452589.1&REV_XP_027452590.1&REV_XP_027452592.1&REV_XP_027452593.1&REV_XP_027452594.1&REV_XP_027452595.1&REV_XP_027452597.1&REV_XP_027452598.1&REV_XP_027452600.1&REV_XP_027452603.1	 	 	reversed	8.7	734	71205	REVERSED.	5	5	1.000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	1.000	1.000	0.000	0.000
50	1	REV_XP_027454972.1	 	 	 	reversed	12.0	608	68780	REVERSED.	4	4	1.000	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000
51	1	REV_XP_027466432.1 (+3)	REV_XP_027466432.1&REV_XP_027466433.1&REV_XP_027466435.1&REV_XP_027466436.1	 	 	reversed	7.0	511	57846	REVERSED.	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000
52	1	REV_XP_027468504.1 (+3)	REV_XP_027468504.1&REV_XP_027468505.1&REV_XP_027468506.1&REV_XP_027468507.1	 	 	reversed	0.8	3117	350967	REVERSED.	5	5	1.000	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
53	1	REV_XP_027471554.1 (+4)	REV_XP_027471554.1&REV_XP_027471555.1&REV_XP_027471559.1&REV_XP_027471560.1&REV_XP_027471561.1	 	 	reversed	3.8	1098	119772	REVERSED.	6	6	1.000	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	2.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000
54	1	REV_XP_027473095.1 (+3)	REV_XP_027473095.1&REV_XP_027473096.1&REV_XP_027473097.1&REV_XP_027473098.1	 	 	reversed	6.4	549	58364	REVERSED.	2	2	1.000	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
55	1	REV_XP_027477732.1 (+7)	REV_XP_027477732.1&REV_XP_027477740.1&REV_XP_027477749.1&REV_XP_027477757.1&REV_XP_027477768.1&REV_XP_027477779.1&REV_XP_027477788.1&REV_XP_027477795.1	 	 	reversed	6.5	1685	166823	REVERSED.	9	9	1.000	1	0	0	2	0	1	0	0	2	0	0	0	0	1	0	2	0	0	0	1	0	0	2	0	1	0	0	2	0	0	0	0	1	0	2	0	0	0	1.000	0.000	0.000	2.000	0.000	1.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	1.000	0.000	2.000	0.000	0.000	0.000
56	1	REV_XP_027482152.1 (+5)	REV_XP_027482152.1&REV_XP_027482153.1&REV_XP_027482154.1&REV_XP_027482155.1&REV_XP_027482162.1&REV_XP_027482163.1	 	 	reversed	1.3	2383	269756	REVERSED.	11	11	1.000	1	0	0	0	0	0	0	1	0	1	2	0	3	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	3	2	1	0	0	0	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	2.000	0.000	3.000	2.000	1.000	0.000	0.000	0.000	0.000
57	1	XP_027423285.1	 	 	XP_027423285.1, XP_027481684.1	 	30.1	183	20722	CMRF35-like molecule 4 [Zalophus californianus]	13	8	0.615	2	1	0	0	3	2	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2.000	1.000	0.000	0.000	3.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000
58	1	XP_027423293.1	 	 	XP_027423293.1, XP_027480473.1	 	42.1	719	80926	myeloperoxidase [Zalophus californianus]	152	142	0.934	4	48	2	0	16	14	5	0	1	0	22	12	22	0	1	1	0	0	4	4	45	2	0	15	11	5	0	1	0	21	12	20	0	1	1	0	0	4	4.000	48.000	2.000	0.000	16.000	11.805	5.000	0.000	1.000	0.000	22.000	12.000	22.000	0.000	1.000	1.000	0.000	0.000	4.000
59	1	XP_027423310.1 (+2)	XP_027423310.1&XP_027423311.1&XP_027423315.1	 	 	 	7.8	1483	166021	C-type mannose receptor 2 isoform X1 [Zalophus californianus]	19	19	1.000	0	1	1	1	0	1	0	5	1	0	0	0	0	0	1	2	6	0	0	0	1	1	1	0	1	0	5	1	0	0	0	0	0	1	2	6	0	0	0.000	1.000	1.000	1.000	0.000	1.000	0.000	5.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	2.000	6.000	0.000	0.000
60	1	XP_027423353.1 (+1)	XP_027423353.1&XP_027423355.1	 	 	 	40.2	184	20150	eukaryotic translation initiation factor 5A-1 isoform X2 [Zalophus californianus]	79	79	1.000	12	8	0	3	11	0	4	0	0	0	16	0	5	0	0	0	3	17	0	12	8	0	3	11	0	4	0	0	0	16	0	5	0	0	0	3	17	0	12.000	8.000	0.000	3.000	11.000	0.000	4.000	0.000	0.000	0.000	16.000	0.000	5.000	0.000	0.000	0.000	3.000	17.000	0.000
61	1	XP_027423359.1	 	 	 	 	31.1	457	50967	ectonucleotide pyrophosphatase/phosphodiesterase family member 7 [Zalophus californianus]XP_027423358.1 ectonucleotide pyrophosphatase/phosphodiesterase family member 7 [Zalophus californianus]	12	12	1.000	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	12.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
62	1	XP_027423360.1	 	 	XP_027423360.1, XP_027446258.1, XP_027446367.1, XP_027449182.1	 	46.3	1460	138797	collagen alpha-1(I) chain isoform X1 [Zalophus californianus]	714	709	0.993	18	10	0	57	26	8	9	82	42	44	9	0	20	112	90	95	81	7	4	18	10	0	57	25	8	9	78	42	44	9	0	20	112	90	95	81	7	4	18.000	10.000	0.000	57.000	25.862	8.000	9.000	81.625	42.000	44.000	9.000	0.000	20.000	112.000	90.000	95.000	81.000	7.000	4.000
63	1	XP_027423379.1	 	 	 	 	44.8	400	42614	synaptic vesicle membrane protein VAT-1 homolog [Zalophus californianus]	101	101	1.000	11	10	2	5	4	3	0	8	9	1	15	1	5	0	3	5	13	6	0	11	10	2	5	4	3	0	8	9	1	15	1	5	0	3	5	13	6	0	11.000	10.000	2.000	5.000	4.000	3.000	0.000	8.000	9.000	1.000	15.000	1.000	5.000	0.000	3.000	5.000	13.000	6.000	0.000
64	1	XP_027423386.1 (+2)	XP_027423386.1&XP_027423387.1&XP_027423388.1	 	 	 	8.4	214	25057	phosphatidylcholine transfer protein isoform X1 [Zalophus californianus]	7	7	1.000	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000
65	1	XP_027423393.1	 	 	 	 	8.2	306	34545	kynurenine formamidase [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
66	1	XP_027423397.1 (+1)	XP_027423397.1&XP_027423399.1	 	 	 	13.2	1063	114063	putative sodium-coupled neutral amino acid transporter 10 isoform X2 [Zalophus californianus]	42	42	1.000	2	2	0	3	4	1	4	3	2	2	1	1	3	3	3	3	3	2	0	2	2	0	3	4	1	4	3	2	2	1	1	3	3	3	3	3	2	0	2.000	2.000	0.000	3.000	4.000	1.000	4.000	3.000	2.000	2.000	1.000	1.000	3.000	3.000	3.000	3.000	3.000	2.000	0.000
67	1	XP_027423400.1 (+1)	XP_027423400.1&XP_027477701.1	 	 	 	24.1	145	17258	60S ribosomal protein L26 [Zalophus californianus]	5	5	1.000	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000
68	1	XP_027423426.1	 	 	 	 	26.1	268	29581	intercellular adhesion molecule 2 [Zalophus californianus]XP_027423425.1 intercellular adhesion molecule 2 [Zalophus californianus]XP_027423424.1 intercellular adhesion molecule 2 [Zalophus californianus]	49	49	1.000	0	0	0	4	1	0	0	3	3	5	0	0	1	9	8	7	7	1	0	0	0	0	4	1	0	0	3	3	5	0	0	1	9	8	7	7	1	0	0.000	0.000	0.000	4.000	1.000	0.000	0.000	3.000	3.000	5.000	0.000	0.000	1.000	9.000	8.000	7.000	7.000	1.000	0.000
69	1	XP_027423459.1	 	 	 	 	10.1	828	87124	scavenger receptor class F member 1 isoform X2 [Zalophus californianus]	11	11	1.000	4	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4.000	2.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000
70	1	XP_027423465.1 (+2)	XP_027423465.1&XP_027423466.1&XP_027423472.1	 	 	 	18.6	467	50837	G-protein coupled receptor family C group 5 member C isoform X1 [Zalophus californianus]	70	70	1.000	0	3	2	11	5	0	2	2	3	3	3	0	1	4	9	10	10	2	0	0	3	2	11	5	0	2	2	3	3	3	0	1	4	9	10	10	2	0	0.000	3.000	2.000	11.000	5.000	0.000	2.000	2.000	3.000	3.000	3.000	0.000	1.000	4.000	9.000	10.000	10.000	2.000	0.000
71	1	XP_027423497.1	 	 	 	 	91.4	140	15043	profilin-1 [Zalophus californianus]	544	544	1.000	115	44	15	12	51	28	43	11	13	12	45	15	45	16	6	0	8	49	16	115	44	15	12	51	28	43	11	13	12	45	15	45	16	6	0	8	49	16	115.000	44.000	15.000	12.000	51.000	28.000	43.000	11.000	13.000	12.000	45.000	15.000	45.000	16.000	6.000	0.000	8.000	49.000	16.000
73	1	XP_027423519.1 (+1)	XP_027423519.1&XP_027423522.1	 	 	 	20.7	392	42100	galactokinase isoform X1 [Zalophus californianus]	11	11	1.000	3	0	0	0	0	0	0	1	1	0	5	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	1	0	5	0	0	0	0	0	1	0	0	3.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000
74	1	XP_027423565.1	 	 	 	 	27.1	166	19416	protein archease isoform X1 [Zalophus californianus]	23	23	1.000	3	0	0	0	1	0	0	3	5	3	0	0	1	1	1	0	2	1	2	3	0	0	0	1	0	0	3	5	3	0	0	1	1	1	0	2	1	2	3.000	0.000	0.000	0.000	1.000	0.000	0.000	3.000	5.000	3.000	0.000	0.000	1.000	1.000	1.000	0.000	2.000	1.000	2.000
75	1	XP_027423573.1 (+4)	XP_027423573.1&XP_027423574.1&XP_027423575.1&XP_027423576.1&XP_027423578.1	 	XP_027423573.1, XP_027430577.1	 	7.7	845	97192	V-type proton ATPase 116 kDa subunit a isoform X1 [Zalophus californianus]XP_027423572.1 V-type proton ATPase 116 kDa subunit a isoform X1 [Zalophus californianus]XP_027423571.1 V-type proton ATPase 116 kDa subunit a isoform X1 [Zalophus californianus]	7	6	0.857	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.750	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
76	1	XP_027423581.1	 	 	 	 	26.9	390	43341	caveolae-associated protein 1 [Zalophus californianus]	41	41	1.000	7	2	0	0	3	0	1	3	0	2	12	0	5	0	0	0	1	5	0	7	2	0	0	3	0	1	3	0	2	12	0	5	0	0	0	1	5	0	7.000	2.000	0.000	0.000	3.000	0.000	1.000	3.000	0.000	2.000	12.000	0.000	5.000	0.000	0.000	0.000	1.000	5.000	0.000
77	1	XP_027423589.1	 	 	 	 	9.3	300	34523	7-methylguanosine phosphate-specific 5'-nucleotidase [Zalophus californianus]	2	2	1.000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78	1	XP_027423590.1	 	 	 	 	12.2	213	23851	sclerostin [Zalophus californianus]	15	15	1.000	0	0	0	1	1	0	0	2	2	1	0	0	0	1	1	3	3	0	0	0	0	0	1	1	0	0	2	2	1	0	0	0	1	1	3	3	0	0	0.000	0.000	0.000	1.000	1.000	0.000	0.000	2.000	2.000	1.000	0.000	0.000	0.000	1.000	1.000	3.000	3.000	0.000	0.000
79	1	XP_027423651.1	 	 	 	 	7.7	455	52433	bleomycin hydrolase [Zalophus californianus]	7	7	1.000	1	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1.000	1.000	0.000	0.000	0.000	4.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80	1	XP_027423665.1 (+2)	XP_027423665.1&XP_027423666.1&XP_027423667.1	 	XP_027423665.1, XP_027445327.1	 	11.5	1063	121893	unconventional myosin-Ic isoform X1 [Zalophus californianus]	13	10	0.769	2	0	0	0	1	0	0	2	1	0	1	0	1	1	0	1	3	0	0	2	0	0	0	1	0	0	2	0	0	1	0	1	1	0	0	2	0	0	2.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	0.500	0.000	1.000	0.000	1.000	1.000	0.000	0.500	3.000	0.000	0.000
81	1	XP_027423678.1 (+1)	XP_027423678.1&XP_027423680.1	 	 	 	4.6	348	37682	E3 ubiquitin-protein ligase RNF167 isoform X1 [Zalophus californianus]XP_027423677.1 E3 ubiquitin-protein ligase RNF167 isoform X1 [Zalophus californianus]	7	7	1.000	0	0	0	3	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0.000	0.000	0.000	3.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000
82	1	XP_027423685.1	 	 	 	 	38.6	140	14865	60S ribosomal protein L23 [Zalophus californianus]	15	15	1.000	4	3	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	2	0	4	3	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	2	0	4.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	4.000	0.000	0.000	0.000	0.000	2.000	0.000
83	1	XP_027423696.1	 	 	 	 	22.7	484	53296	serine hydroxymethyltransferase, cytosolic [Zalophus californianus]XP_027423695.1 serine hydroxymethyltransferase, cytosolic [Zalophus californianus]	20	20	1.000	5	0	0	2	1	1	0	3	0	0	6	0	1	0	0	0	1	0	0	5	0	0	2	1	1	0	3	0	0	6	0	1	0	0	0	1	0	0	5.000	0.000	0.000	2.000	1.000	1.000	0.000	3.000	0.000	0.000	6.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000
84	1	XP_027423697.1 (+1)	XP_027423697.1&XP_027423698.1	 	 	 	6.9	554	63009	26S proteasome non-ATPase regulatory subunit 3 isoform X1 [Zalophus californianus]	4	4	1.000	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
85	1	XP_027423764.1 (+1)	XP_027423764.1&XP_027423766.1	 	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_122|gi|88057|pir||A33652, CONT_156|gi|1363944|pir||JC4313, XP_027423764.1, XP_027423767.1, XP_027423980.1, XP_027423981.1, XP_027449634.1, XP_027449844.1, XP_027480464.1, XP_027480639.1, XP_027480644.1, XP_027481847.1, XP_027481944.1, XP_027481947.1, XP_027482028.1	 	41.2	461	49477	keratin, type I cytoskeletal 15 isoform X1 [Zalophus californianus]	120	13	0.108	19	3	3	3	4	13	4	3	5	5	2	1	26	3	5	4	5	4	8	5	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	8.504	0.110	0.110	0.074	0.083	4.512	0.090	0.056	0.183	0.197	0.046	0.020	13.643	0.103	0.073	0.063	0.073	0.173	0.192
86	1	XP_027423767.1	 	 	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_122|gi|88057|pir||A33652, CONT_156|gi|1363944|pir||JC4313, XP_027423764.1, XP_027423767.1, XP_027423980.1, XP_027423981.1, XP_027449634.1, XP_027449844.1, XP_027480464.1, XP_027480639.1, XP_027480644.1, XP_027481847.1, XP_027481944.1, XP_027481947.1, XP_027482028.1	 	85.6	403	44131	keratin, type I cytoskeletal 19 [Zalophus californianus]	469	282	0.601	64	58	20	13	33	18	15	4	5	10	40	12	88	4	11	5	11	26	32	42	38	10	7	18	8	6	0	1	3	31	6	65	0	5	0	3	19	20	61.050	55.571	17.897	11.276	29.708	15.816	12.177	1.888	3.153	7.598	38.726	10.760	83.221	2.474	7.249	2.037	6.674	24.554	27.067
87	1	XP_027423778.1	 	 	 	 	17.0	612	66436	platelet glycoprotein Ib alpha chain [Zalophus californianus]	60	60	1.000	1	1	0	6	0	0	0	12	6	9	0	1	1	9	3	0	9	0	2	1	1	0	6	0	0	0	12	6	9	0	1	1	9	3	0	9	0	2	1.000	1.000	0.000	6.000	0.000	0.000	0.000	12.000	6.000	9.000	0.000	1.000	1.000	9.000	3.000	0.000	9.000	0.000	2.000
88	1	XP_027423780.1	 	 	 	 	29.1	309	34294	ketosamine-3-kinase [Zalophus californianus]	8	8	1.000	4	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	4.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
89	1	XP_027423812.1	 	 	XP_027423812.1, XP_027441464.1	 	30.4	744	81627	junction plakoglobin [Zalophus californianus]XP_027423811.1 junction plakoglobin [Zalophus californianus]XP_027423810.1 junction plakoglobin [Zalophus californianus]XP_027423807.1 junction plakoglobin [Zalophus californianus]XP_027423806.1 junction plakoglobin [Zalophus californianus]XP_027423805.1 junction plakoglobin [Zalophus californianus]XP_027423804.1 junction plakoglobin [Zalophus californianus]	35	30	0.857	11	0	0	0	3	4	2	0	0	2	0	0	8	0	1	0	0	3	1	8	0	0	0	2	4	2	0	0	2	0	0	7	0	1	0	0	3	1	10.667	0.000	0.000	0.000	3.000	4.000	2.000	0.000	0.000	2.000	0.000	0.000	7.583	0.000	1.000	0.000	0.000	3.000	1.000
90	1	XP_027423861.1	 	 	XP_027423861.1, XP_027431057.1	 	48.1	270	31820	phosphatidylinositol transfer protein alpha isoform [Zalophus californianus]	10	9	0.900	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91	1	XP_027423893.1 (+1)	XP_027423893.1&XP_027423894.1	 	 	 	12.6	406	45626	26S proteasome regulatory subunit 8 isoform X1 [Zalophus californianus]	6	6	1.000	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
